model,recorded_at,new_price,used_price
AMD Ryzen 9 7950X,2026-04-02,,1800
AMD Ryzen 9 7950X3D,2026-04-02,,2369
AMD Ryzen 9 9900X,2026-04-02,,1989
AMD Ryzen 9 9900X3D,2026-04-02,,2750
AMD Ryzen 9 9950X,2026-04-02,,2741
AMD Ryzen 9 9950X3D,2026-04-02,,3600
INTEL Core Ultra 5 225,2026-04-02,,820
INTEL Core Ultra 5 225F,2026-04-02,,693
INTEL Core Ultra 5 230F,2026-04-02,,722
INTEL Core Ultra 5 235,2026-04-02,,950
INTEL Core Ultra 5 245K,2026-04-02,,1080
INTEL Core Ultra 5 245KF,2026-04-02,,1060
INTEL Core Ultra 5 250K Plus,2026-04-02,,1545
INTEL Core Ultra 7 265K,2026-04-02,,1550
INTEL Core Ultra 7 265KF,2026-04-02,,1450
INTEL Core Ultra 7 270K Plus,2026-04-02,,2239
INTEL Core Ultra 9 285K,2026-04-02,,3400
INTEL Core i3-10100,2026-04-02,,500
INTEL Core i3-10100F,2026-04-02,,360
INTEL Core i3-10105,2026-04-02,,525
INTEL Core i3-10105F,2026-04-02,,375
INTEL Core i3-12100,2026-04-02,,820
INTEL Core i3-12100F,2026-04-02,,575
INTEL Core i3-13100,2026-04-02,,710
INTEL Core i3-13100F,2026-04-02,,595
INTEL Core i3-14100,2026-04-02,,850
INTEL Core i3-14100F,2026-04-02,,637
INTEL Core i5-10400,2026-04-02,,730
INTEL Core i5-10400F,2026-04-02,,630
INTEL Core i5-10600K,2026-04-02,,628
INTEL Core i5-10600KF,2026-04-02,,611
INTEL Core i5-11400,2026-04-02,,760
INTEL Core i5-11400F,2026-04-02,,680
INTEL Core i5-11600K,2026-04-02,,780
INTEL Core i5-11600KF,2026-04-02,,705
INTEL Core i5-12400,2026-04-02,,1102
INTEL Core i5-12400F,2026-04-02,,830
INTEL Core i5-12490F,2026-04-02,,820
INTEL Core i5-12500,2026-04-02,,960
INTEL Core i5-12600K,2026-04-02,,1199
INTEL Core i5-12600KF,2026-04-02,,1016
INTEL Core i5-13400,2026-04-02,,1328
INTEL Core i5-13400F,2026-04-02,,920
INTEL Core i5-13490F,2026-04-02,,910
INTEL Core i5-13500,2026-04-02,,1280
INTEL Core i5-13600K,2026-04-02,,1282
INTEL Core i5-13600KF,2026-04-02,,1250
INTEL Core i5-14400,2026-04-02,,1350
INTEL Core i5-14400F,2026-04-02,,990
INTEL Core i5-14490F,2026-04-02,,1030
INTEL Core i5-14500,2026-04-02,,1350
INTEL Core i5-14600K,2026-04-02,,1400
INTEL Core i5-14600KF,2026-04-02,,1369
INTEL Core i7-10700,2026-04-02,,1251
INTEL Core i7-10700F,2026-04-02,,985
INTEL Core i7-10700K,2026-04-02,,1700
INTEL Core i7-10700KF,2026-04-02,,1010
INTEL Core i7-11700,2026-04-02,,1377
INTEL Core i7-11700F,2026-04-02,,1050
INTEL Core i7-11700K,2026-04-02,,1392
INTEL Core i7-11700KF,2026-04-02,,1030
INTEL Core i7-12700,2026-04-02,,2004
INTEL Core i7-12700F,2026-04-02,,1620
INTEL Core i7-12700K,2026-04-02,,2011
INTEL Core i7-12700KF,2026-04-02,,1729
INTEL Core i7-13700,2026-04-02,,1998
INTEL Core i7-13700F,2026-04-02,,1655
INTEL Core i7-13700K,2026-04-02,,2000
INTEL Core i7-13700KF,2026-04-02,,1670
INTEL Core i7-14700,2026-04-02,,2382
INTEL Core i7-14700F,2026-04-02,,1899
INTEL Core i7-14700K,2026-04-02,,2400
INTEL Core i7-14700KF,2026-04-02,,1950
INTEL Core i9-10850K,2026-04-02,,1589
INTEL Core i9-10900,2026-04-02,,2775
INTEL Core i9-10900F,2026-04-02,,1555
INTEL Core i9-10900K,2026-04-02,,2740
INTEL Core i9-10900KF,2026-04-02,,1550
INTEL Core i9-11900,2026-04-02,,1850
INTEL Core i9-11900F,2026-04-02,,1400
INTEL Core i9-11900K,2026-04-02,,2080
INTEL Core i9-11900KF,2026-04-02,,1420
INTEL Core i9-12900K,2026-04-02,,2255
INTEL Core i9-12900KF,2026-04-02,,1900
INTEL Core i9-12900KS,2026-04-02,,2012
INTEL Core i9-13900K,2026-04-02,,1900
INTEL Core i9-13900KF,2026-04-02,,1800
INTEL Core i9-13900KS,2026-04-02,,2050
INTEL Core i9-14900,2026-04-02,,2515
INTEL Core i9-14900K,2026-04-02,,2800
INTEL Core i9-14900KF,2026-04-02,,2550
INTEL Core i9-14900KS,2026-04-02,,3000
AMD Ryzen 3 3100,2026-04-10,,175
AMD Ryzen 3 3300X,2026-04-10,,249
AMD Ryzen 5 3500X,2026-04-10,,255
AMD Ryzen 5 3600,2026-04-10,,360
AMD Ryzen 5 3600X,2026-04-10,,389
AMD Ryzen 5 3600XT,2026-04-10,,415
AMD Ryzen 5 5500,2026-04-10,516,458
AMD Ryzen 5 5500GT,2026-04-10,836,730
AMD Ryzen 5 5500X3D,2026-04-10,1136,1075
AMD Ryzen 5 5600,2026-04-10,746,660
AMD Ryzen 5 5600G,2026-04-10,,726
AMD Ryzen 5 5600GT,2026-04-10,896,780
AMD Ryzen 5 5600X,2026-04-10,836,719
AMD Ryzen 5 7400F,2026-04-10,776,540
AMD Ryzen 5 7500F,2026-04-10,686,600
AMD Ryzen 5 7600,2026-04-10,,650
AMD Ryzen 5 7600X,2026-04-10,1076,802
AMD Ryzen 5 7600X3D,2026-04-10,,1650
AMD Ryzen 5 8400F,2026-04-10,676,474
AMD Ryzen 5 8600G,2026-04-10,1136,900
AMD Ryzen 5 9500F,2026-04-10,1011,835
AMD Ryzen 5 9600X,2026-04-10,1126,980
AMD Ryzen 7 3700X,2026-04-10,,480
AMD Ryzen 7 3800X,2026-04-10,,540
AMD Ryzen 7 5700G,2026-04-10,1156,900
AMD Ryzen 7 5700X,2026-04-10,1016,860
AMD Ryzen 7 5700X3D,2026-04-10,2086,1700
AMD Ryzen 7 5800,2026-04-10,,888
AMD Ryzen 7 5800X,2026-04-10,,910
AMD Ryzen 7 5800X3D,2026-04-10,,2400
AMD Ryzen 7 7700,2026-04-10,1186,830
AMD Ryzen 7 7700X,2026-04-10,,1070
AMD Ryzen 7 7800X3D,2026-04-10,1916,1761
AMD Ryzen 7 8700F,2026-04-10,896,780
AMD Ryzen 7 8700G,2026-04-10,1596,1350
AMD Ryzen 7 9700X,2026-04-10,1536,1407
AMD Ryzen 7 9800X3D,2026-04-10,2816,2697
AMD Ryzen 7 9850X3D,2026-04-10,3156,
AMD Ryzen 9 3900X,2026-04-10,,779
AMD Ryzen 9 3950X,2026-04-10,,1199
AMD Ryzen 9 5900X,2026-04-10,,1315
AMD Ryzen 9 5950X,2026-04-10,,1712
AMD Ryzen 9 7900X,2026-04-10,,1350
AMD Ryzen 9 7900X3D,2026-04-10,,1800
AMD Ryzen 9 7950X,2026-04-10,,1800
AMD Ryzen 9 7950X3D,2026-04-10,,2369
AMD Ryzen 9 9900X,2026-04-10,2386,1989
AMD Ryzen 9 9900X3D,2026-04-10,3456,2750
AMD Ryzen 9 9950X,2026-04-10,2846,2741
AMD Ryzen 9 9950X3D,2026-04-10,4166,3600
INTEL Core Ultra 5 225,2026-04-10,1022,820
INTEL Core Ultra 5 225F,2026-04-10,812,693
INTEL Core Ultra 5 230F,2026-04-10,817,722
INTEL Core Ultra 5 235,2026-04-10,1197,950
INTEL Core Ultra 5 245K,2026-04-10,1167,1080
INTEL Core Ultra 5 245KF,2026-04-10,1137,1060
INTEL Core Ultra 5 250K Plus,2026-04-10,1526,1545
INTEL Core Ultra 5 250KF Plus,2026-04-10,1547,
INTEL Core Ultra 7 265K,2026-04-10,1797,1550
INTEL Core Ultra 7 265KF,2026-04-10,1586,1450
INTEL Core Ultra 7 270K Plus,2026-04-10,2296,2239
INTEL Core Ultra 9 285K,2026-04-10,3877,3400
INTEL Core i3-10100,2026-04-10,,500
INTEL Core i3-10100F,2026-04-10,,360
INTEL Core i3-10105,2026-04-10,,525
INTEL Core i3-10105F,2026-04-10,,375
INTEL Core i3-12100,2026-04-10,892,820
INTEL Core i3-12100F,2026-04-10,622,575
INTEL Core i3-13100,2026-04-10,977,710
INTEL Core i3-13100F,2026-04-10,642,595
INTEL Core i3-14100,2026-04-10,975,850
INTEL Core i3-14100F,2026-04-10,627,637
INTEL Core i5-10400,2026-04-10,,730
INTEL Core i5-10400F,2026-04-10,,630
INTEL Core i5-10600K,2026-04-10,,628
INTEL Core i5-10600KF,2026-04-10,,611
INTEL Core i5-11400,2026-04-10,,760
INTEL Core i5-11400F,2026-04-10,,680
INTEL Core i5-11600K,2026-04-10,,780
INTEL Core i5-11600KF,2026-04-10,,705
INTEL Core i5-12400,2026-04-10,1217,1102
INTEL Core i5-12400F,2026-04-10,877,830
INTEL Core i5-12490F,2026-04-10,862,820
INTEL Core i5-12500,2026-04-10,1322,960
INTEL Core i5-12600K,2026-04-10,1287,1199
INTEL Core i5-12600KF,2026-04-10,1037,1016
INTEL Core i5-13400,2026-04-10,1397,1328
INTEL Core i5-13400F,2026-04-10,962,920
INTEL Core i5-13490F,2026-04-10,942,910
INTEL Core i5-13500,2026-04-10,1377,1280
INTEL Core i5-13600K,2026-04-10,1357,1282
INTEL Core i5-13600KF,2026-04-10,1307,1250
INTEL Core i5-14400,2026-04-10,1457,1350
INTEL Core i5-14400F,2026-04-10,1022,990
INTEL Core i5-14490F,2026-04-10,1037,1030
INTEL Core i5-14500,2026-04-10,1477,1350
INTEL Core i5-14600K,2026-04-10,1437,1400
INTEL Core i5-14600KF,2026-04-10,1427,1369
INTEL Core i7-10700,2026-04-10,,1251
INTEL Core i7-10700F,2026-04-10,,985
INTEL Core i7-10700K,2026-04-10,,1700
INTEL Core i7-10700KF,2026-04-10,,1010
INTEL Core i7-11700,2026-04-10,,1377
INTEL Core i7-11700F,2026-04-10,,1050
INTEL Core i7-11700K,2026-04-10,,1392
INTEL Core i7-11700KF,2026-04-10,,1030
INTEL Core i7-12700,2026-04-10,,2004
INTEL Core i7-12700F,2026-04-10,,1620
INTEL Core i7-12700K,2026-04-10,2192,2011
INTEL Core i7-12700KF,2026-04-10,1797,1729
INTEL Core i7-13700,2026-04-10,,1998
INTEL Core i7-13700F,2026-04-10,,1655
INTEL Core i7-13700K,2026-04-10,,2000
INTEL Core i7-13700KF,2026-04-10,,1670
INTEL Core i7-14700,2026-04-10,2447,2382
INTEL Core i7-14700F,2026-04-10,2017,1899
INTEL Core i7-14700K,2026-04-10,2747,2400
INTEL Core i7-14700KF,2026-04-10,2197,1950
INTEL Core i7-14790F,2026-04-10,1887,
INTEL Core i9-10850K,2026-04-10,,1589
INTEL Core i9-10900,2026-04-10,,2775
INTEL Core i9-10900F,2026-04-10,,1555
INTEL Core i9-10900K,2026-04-10,,2740
INTEL Core i9-10900KF,2026-04-10,,1550
INTEL Core i9-11900,2026-04-10,,1850
INTEL Core i9-11900F,2026-04-10,,1400
INTEL Core i9-11900K,2026-04-10,,2080
INTEL Core i9-11900KF,2026-04-10,,1420
INTEL Core i9-12900K,2026-04-10,,2255
INTEL Core i9-12900KF,2026-04-10,,1900
INTEL Core i9-12900KS,2026-04-10,,2012
INTEL Core i9-13900K,2026-04-10,,1900
INTEL Core i9-13900KF,2026-04-10,,1800
INTEL Core i9-13900KS,2026-04-10,,2050
INTEL Core i9-14900,2026-04-10,,2515
INTEL Core i9-14900K,2026-04-10,3357,2800
INTEL Core i9-14900KF,2026-04-10,2887,2550
INTEL Core i9-14900KS,2026-04-10,,3000
AMD Ryzen 5 5500,2025-12-23,469,
AMD Ryzen 5 5500GT,2025-12-23,799,
AMD Ryzen 5 5600,2025-12-23,709,
AMD Ryzen 5 5600GT,2025-12-23,869,
AMD Ryzen 5 5600X,2025-12-23,745,
AMD Ryzen 5 7400F,2025-12-23,769,
AMD Ryzen 5 7500F,2025-12-23,819,
AMD Ryzen 5 7600X,2025-12-23,1089,
AMD Ryzen 5 8400F,2025-12-23,769,
AMD Ryzen 5 8600G,2025-12-23,1219,
AMD Ryzen 5 9500F,2025-12-23,1110,
AMD Ryzen 5 9600X,2025-12-23,1279,
AMD Ryzen 7 5700G,2025-12-23,1089,
AMD Ryzen 7 5700X,2025-12-23,919,
AMD Ryzen 7 5700X3D,2025-12-23,1880,
AMD Ryzen 7 7700,2025-12-23,1339,
AMD Ryzen 7 7800X3D,2025-12-23,1999,
AMD Ryzen 7 8700F,2025-12-23,999,
AMD Ryzen 7 8700G,2025-12-23,1719,
AMD Ryzen 7 9700X,2025-12-23,1689,
AMD Ryzen 7 9800X3D,2025-12-23,2989,
AMD Ryzen 9 9900X,2025-12-23,2549,
AMD Ryzen 9 9900X3D,2025-12-23,3399,
AMD Ryzen 9 9950X,2025-12-23,3199,
AMD Ryzen 9 9950X3D,2025-12-23,4499,
INTEL Core Ultra 5 225,2025-12-23,1010,
INTEL Core Ultra 5 225F,2025-12-23,835,
INTEL Core Ultra 5 230F,2025-12-23,879,
INTEL Core Ultra 5 235,2025-12-23,1240,
INTEL Core Ultra 5 245K,2025-12-23,1340,
INTEL Core Ultra 5 245KF,2025-12-23,1229,
INTEL Core Ultra 5 250K Plus,2025-12-23,1340,
INTEL Core Ultra 5 250KF Plus,2025-12-23,1340,
INTEL Core Ultra 7 265K,2025-12-23,1799,
INTEL Core Ultra 7 265KF,2025-12-23,1680,
INTEL Core Ultra 7 270K Plus,2025-12-23,3399,
INTEL Core Ultra 9 285K,2025-12-23,3399,
INTEL Core i3-12100,2025-12-23,809,
INTEL Core i3-12100F,2025-12-23,499,
INTEL Core i3-13100,2025-12-23,765,
INTEL Core i3-13100F,2025-12-23,480,
INTEL Core i3-14100,2025-12-23,850,
INTEL Core i3-14100F,2025-12-23,555,
INTEL Core i5-12400,2025-12-23,1199,
INTEL Core i5-12400F,2025-12-23,809,
INTEL Core i5-12490F,2025-12-23,815,
INTEL Core i5-12500,2025-12-23,1235,
INTEL Core i5-12600K,2025-12-23,1240,
INTEL Core i5-12600KF,2025-12-23,990,
INTEL Core i5-13400,2025-12-23,1529,
INTEL Core i5-13400F,2025-12-23,870,
INTEL Core i5-13490F,2025-12-23,880,
INTEL Core i5-13500,2025-12-23,1270,
INTEL Core i5-13600K,2025-12-23,1330,
INTEL Core i5-13600KF,2025-12-23,1110,
INTEL Core i5-14400,2025-12-23,1420,
INTEL Core i5-14400F,2025-12-23,980,
INTEL Core i5-14490F,2025-12-23,1000,
INTEL Core i5-14500,2025-12-23,1410,
INTEL Core i5-14600K,2025-12-23,1388,
INTEL Core i5-14600KF,2025-12-23,1370,
INTEL Core i7-12700K,2025-12-23,1870,
INTEL Core i7-12700KF,2025-12-23,1460,
INTEL Core i7-14700,2025-12-23,2550,
INTEL Core i7-14700F,2025-12-23,1979,
INTEL Core i7-14700K,2025-12-23,2579,
INTEL Core i7-14700KF,2025-12-23,2079,
INTEL Core i9-14900K,2025-12-23,3150,
INTEL Core i9-14900KF,2025-12-23,2799,
